text,intent_name,word_count,text_clean,is_high_risk
I need to find out where the card is that I ordered.,card_arrival,12,i need to find out where the card is that i ordered,0
Where is my credit card that was to be mailed?,card_arrival,10,where is my credit card that was to be mailed,0
I ordered my card but it hasn't been delivered yet,card_arrival,10,i ordered my card but it hasnt been delivered yet,0
Am I able to track the card that was just sent to me?,card_arrival,13,am i able to track the card that was just sent to me,0
Can you tell me why I haven't received my new card?,card_arrival,11,can you tell me why i havent received my new card,0
I'm still waiting for my new card.,card_arrival,7,im still waiting for my new card,0
Is my card lost? I am still waiting for it to be delivered.,card_arrival,13,is my lost card i am still waiting for it to be delivered,1
Should I keep waiting for my card to be delivered?,card_arrival,10,should i keep waiting for my card to be delivered,0
Can I track when my card will be delivered?,card_arrival,9,can i track when my card will be delivered,0
How can I check on the status of my new card?,card_arrival,11,how can i check on the status of my new card,0
"A card has been sent to me, how do I track it?",card_arrival,12,a card has been sent to me how do i track it,0
Is there a way I can get my card expedited?,card_arrival,10,is there a way i can get my card expedited,0
What can I do to track the card you sent me?,card_arrival,11,what can i do to track the card you sent me,0
why hasnt my card come in yet?,card_arrival,7,why hasnt my card come in yet,0
How can I periodically check the delivery of the card you sent?,card_arrival,12,how can i periodically check the delivery of the card you sent,0
What's the reason my new card hasn't come?,card_arrival,8,whats the reason my new card hasnt come,0
How long does it take for me to get my new card?,card_arrival,12,how long does it take for me to get my new card,0
I don't have my card after 1 week. What are my next steps?,card_arrival,13,i dont have my card after NUM week what are my next steps,0
I know I'm getting a new card but would like know when I can expect to receive it.,card_arrival,18,i know im getting a new card but would like know when i can expect to receive it,0
I want to find out what happened to my new card?,card_arrival,11,i want to find out what happened to my new card,0
Was there a way for me to get tracking for that?,card_arrival,11,was there a way for me to get tracking for that,0
I am still waiting for my card.,card_arrival,7,i am still waiting for my card,0
My card hasn't arrived.,card_arrival,4,my card hasnt arrived,0
Can I track the card you sent to me?,card_arrival,9,can i track the card you sent to me,0
I haven't gotten my new card.,card_arrival,6,i havent gotten my new card,0
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,card_arrival,23,how long should it take for my new card to arrive in them mail what should i do if i never receive it,0
Will I have to wait much longer for my new card to arrive?,card_arrival,13,will i have to wait much longer for my new card to arrive,0
how to track the card you sent,card_arrival,7,how to track the card you sent,0
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,card_arrival,15,NUM weeks ago i ordered my new card it isnt here what should i do,0
How can I check on the delivery status of my card?,card_arrival,11,how can i check on the delivery status of my card,0
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival,18,my card has not been delivered yet and its been a week since i ordered it please help,0
What's the expected wait time to recieve my new card?,card_arrival,10,whats the expected wait time to recieve my new card,0
How can I see the progress of delivery of the card that was sent?,card_arrival,14,how can i see the progress of delivery of the card that was sent,0
"My card was supposed to arrive, but hasn't?",card_arrival,8,my card was supposed to arrive but hasnt,0
I ordered a card and would like to know how to track the delivery progress of it.,card_arrival,17,i ordered a card and would like to know how to track the delivery progress of it,0
How long will it take for me to get my card?,card_arrival,11,how long will it take for me to get my card,0
My card hasn't shown up yet.,card_arrival,6,my card hasnt shown up yet,0
Does the card you sent have a tracking number?,card_arrival,9,does the card you sent have a tracking number,0
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,card_arrival,18,my card hasnt arrived in the mail yet i ordered it two weeks ago what can i do,0
maximum how many days get the courier?,card_arrival,7,maximum how many days get the courier,0
Is there a reason my new card hasn't arrived yet?,card_arrival,10,is there a reason my new card hasnt arrived yet,0
"I've been waiting a while for my card, is there a way to know when it will arrive?",card_arrival,18,ive been waiting a while for my card is there a way to know when it will arrive,0
How can I track my card's delivery?,card_arrival,7,how can i track my cards delivery,0
Can I track the card that was just sent to me?,card_arrival,11,can i track the card that was just sent to me,0
"If I ordered my new card last week, how much longer should I wait to receive it?",card_arrival,17,if i ordered my new card last week how much longer should i wait to receive it,0
"What's go on, where is my new card?",card_arrival,8,whats go on where is my new card,0
Where is my new card if I haven't received it yet?,card_arrival,11,where is my new card if i havent received it yet,0
Where is my card?,card_arrival,4,where is my card,0
Can you tell me why I haven't received my new card yet?,card_arrival,12,can you tell me why i havent received my new card yet,0
Is there a way to track my card?,card_arrival,8,is there a way to track my card,0
Is there a way to track the new card you sent me?,card_arrival,12,is there a way to track the new card you sent me,0
I'm still waiting for my card.,card_arrival,6,im still waiting for my card,0
What do I need to do to get my new card which I have requested 2 weeks ago?,card_arrival,18,what do i need to do to get my new card which i have requested NUM weeks ago,0
WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival,7,what is the solution of this problem,0
Could I get tracking on the card?,card_arrival,7,could i get tracking on the card,0
Can you help me track my card?,card_arrival,7,can you help me track my card,0
Shouldn't my new card be here by now?,card_arrival,8,shouldnt my new card be here by now,0
Is there a reason my new card hasn't arrived?,card_arrival,9,is there a reason my new card hasnt arrived,0
"I would like to track a card sent to me, how do I do that?",card_arrival,15,i would like to track a card sent to me how do i do that,0
Is there a tracking number for the card?,card_arrival,8,is there a tracking number for the card,0
can you share card tracking number?,card_arrival,6,can you share card tracking number,0
"I have not received my card and it's been a week, what do I do?",card_arrival,15,i have not received my card and its been a week what do i do,0
Is there a way I can check on the card on route to me?,card_arrival,14,is there a way i can check on the card on route to me,0
When will my new card arrive?,card_arrival,6,when will my new card arrive,0
Why haven't I received my new card yet?,card_arrival,8,why havent i received my new card yet,0
What is the expected delivery date of my card?,card_arrival,9,what is the expected delivery date of my card,0
My card hasn't came in the mail yet?,card_arrival,8,my card hasnt came in the mail yet,0
I haven't received my card.,card_arrival,5,i havent received my card,0
Is it possible for me to track the card is was mailed to me?,card_arrival,14,is it possible for me to track the card is was mailed to me,0
When will my new card be delivered?,card_arrival,7,when will my new card be delivered,0
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival,15,i was issued a card about a week ago why hasnt it come in yet,0
Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival,15,can you please tell me where my card is i ordered it NUM weeks ago,0
I still haven't received my card in the mail,card_arrival,9,i still havent received my card in the mail,0
I'm still waiting for my card that was issued a week ago. What should I do?,card_arrival,16,im still waiting for my card that was issued a week ago what should i do,0
I still haven't gotten my new card.  When will it get here?,card_arrival,12,i still havent gotten my new card when will it get here,0
Do you have a tracking number for the card I was sent?,card_arrival,12,do you have a tracking number for the card i was sent,0
How do I track the card you sent to me?,card_arrival,10,how do i track the card you sent to me,0
Is my new bank card on the way and is there a way to track it?,card_arrival,16,is my new bank card on the way and is there a way to track it,0
Could you send me and up date on the arrival of my card?,card_arrival,13,could you send me and up date on the arrival of my card,0
How long does it take to recieve my new card?,card_arrival,10,how long does it take to recieve my new card,0
My card has not come in the mail yet.,card_arrival,9,my card has not come in the mail yet,0
What's the card you sent me's tracking number?,card_arrival,8,whats the card you sent mes tracking number,0
i havent got my card,card_arrival,5,i havent got my card,0
Why hasn't my card arrived yet?,card_arrival,6,why hasnt my card arrived yet,0
I thought I would have received my new card at this point.,card_arrival,12,i thought i would have received my new card at this point,0
How long until my new card gets here?,card_arrival,8,how long until my new card gets here,0
How much longer until I get my new card?,card_arrival,9,how much longer until i get my new card,0
Am I able to track a card that has already been sent?,card_arrival,12,am i able to track a card that has already been sent,0
Is it possible to track the card you sent me?,card_arrival,10,is it possible to track the card you sent me,0
How long will it be to get this new card?,card_arrival,10,how long will it be to get this new card,0
how can i track card you sent,card_arrival,7,how can i track card you sent,0
Can the card was sen to me be tracked?,card_arrival,9,can the card was sen to me be tracked,0
why have i not got my new card?,card_arrival,8,why have i not got my new card,0
I need to track the card sent to me.,card_arrival,9,i need to track the card sent to me,0
"It's been two weeks and I haven't gotten my card, what do I do?",card_arrival,14,its been two weeks and i havent gotten my card what do i do,0
I was expecting my new card by now.,card_arrival,8,i was expecting my new card by now,0
Where is the tracking number for the card?,card_arrival,8,where is the tracking number for the card,0
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,card_arrival,23,i was issued a new card a week ago but still havent received it how long will it be until i receive it,0
Can I track the card that you sent me in the mail?,card_arrival,12,can i track the card that you sent me in the mail,0
Can you tell me if I can track the card you sent me?,card_arrival,13,can you tell me if i can track the card you sent me,0
Why have I not gotten my new card?,card_arrival,8,why have i not gotten my new card,0
I'm still waiting on my new card to be delivered!,card_arrival,10,im still waiting on my new card to be delivered,0
My new card isn't here and it was issued a week ago.,card_arrival,12,my new card isnt here and it was issued a week ago,0
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival,15,i was supposed to receive my new card by now but it hasnt came in,0
Is a tracking number available for the card that was just sent?,card_arrival,12,is a tracking number available for the card that was just sent,0
Why haven't I gotten my new card?,card_arrival,7,why havent i gotten my new card,0
Was there a number to track that I could get?,card_arrival,10,was there a number to track that i could get,0
How much longer is it going to take to get my new card?,card_arrival,13,how much longer is it going to take to get my new card,0
I haven't gotten my credit card in the mail.,card_arrival,9,i havent gotten my credit card in the mail,0
My card hasn't arrived yet. What do I do?,card_arrival,9,my card hasnt arrived yet what do i do,0
"My card still hasn't arrived after two weeks, now what?",card_arrival,10,my card still hasnt arrived after two weeks now what,0
My card appears to have never arrived?,card_arrival,7,my card appears to have never arrived,0
My card never arrived.,card_arrival,4,my card never arrived,0
My card has been found. Is there any way for me to put it back into the app?,card_linking,18,my card has been found is there any way for me to put it back into the app,0
I was able to find my card. How to I go about putting it into my app?,card_linking,17,i was able to find my card how to i go about putting it into my app,0
how do I get my card to show in the app?,card_linking,11,how do i get my card to show in the app,0
I just got my card.  It's not linked yet--how do I do that?,card_linking,13,i just got my card its not linked yethow do i do that,0
"lost card found, want to put it back in app",card_linking,10,lost card found want to put it back in app,1
"I just got a card, how can I add it to the app?",card_linking,13,i just got a card how can i add it to the app,0
Is there any way to see my card in the app?,card_linking,11,is there any way to see my card in the app,0
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,card_linking,25,if i find a card i lost do i need to dispose of it or can i reactive the card and continue to use it,1
I found my card. How can I put it into my app?,card_linking,12,i found my card how can i put it into my app,0
How do I make my card show up in the app?,card_linking,11,how do i make my card show up in the app,0
Can you show me where to link the new card?,card_linking,10,can you show me where to link the new card,0
I found my old card. Can I link it back into the app?,card_linking,13,i found my old card can i link it back into the app,0
"Show me how to link the new card,",card_linking,8,show me how to link the new card,0
How do I add an existing card to the app?,card_linking,10,how do i add an existing card to the app,0
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,card_linking,23,i finally got my card now i want to link it is that something you have to do or can i do that,0
How do I link one of your card that I already have?,card_linking,12,how do i link one of your card that i already have,0
If I have a physical card can I link it?,card_linking,10,if i have a physical card can i link it,0
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,card_linking,18,i found my lost card in my jacket pocket this morning so id like to reactivate it please,1
Can I add a card that I just found (again) to the app?,card_linking,13,can i add a card that i just found again to the app,0
How can I make my card show up in the app?,card_linking,11,how can i make my card show up in the app,0
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",card_linking,18,i would like to reactivate my card it was previously reported lost but i found it this morning,1
"Okay, I found my card, can I put it back in the app?",card_linking,13,okay i found my card can i put it back in the app,0
Can I reactivate a card?,card_linking,5,can i reactivate a card,0
I would like to reactivate a card and wondered if that could be done?,card_linking,14,i would like to reactivate a card and wondered if that could be done,0
"I got my card now, how do I make it show up in the app?",card_linking,15,i got my card now how do i make it show up in the app,0
How do I link an existing card?,card_linking,7,how do i link an existing card,0
How do I link a new card in the app?,card_linking,10,how do i link a new card in the app,0
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking,22,the card i thought was lost was just in my jacket so can i reactivate it since i found it this morning,1
I already have a card and want to link it,card_linking,10,i already have a card and want to link it,0
Can you please reactivate my card?,card_linking,6,can you please reactivate my card,0
Where do I go to add a new card?,card_linking,9,where do i go to add a new card,0
I want my card I just received to show up in the app. How do I do that?,card_linking,18,i want my card i just received to show up in the app how do i do that,0
"I received my card, how do I get it to show in the app?",card_linking,14,i received my card how do i get it to show in the app,0
If I have a credit card with you how I get set up to link to it?,card_linking,17,if i have a credit card with you how i get set up to link to it,0
How do I add my new card?,card_linking,7,how do i add my new card,0
"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking,18,i want to reactivate my card i thought i had lost it but found it again this morning,1
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",card_linking,19,i need a card reactivation i had reported my lost card but i ran across it in my jacket,1
My card is no longer lost. How do I enter it back into the app?,card_linking,15,my card is no longer lost how do i enter it back into the app,1
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking,19,i want to reactivate my card i thought i had lost it but found it again in my jacket,1
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking,18,may i reactivate my card i previously reported it lost but have now found it safe and sound,1
How do I reactivate a card I thought I lost?,card_linking,10,how do i reactivate a card i thought i lost,1
Help me figure out how to link the new card.,card_linking,10,help me figure out how to link the new card,0
I found my lost card. Am I still able to use it?,card_linking,12,i found my lost card am i still able to use it,1
Will I need a new card or can I put my old card back into the app?,card_linking,17,will i need a new card or can i put my old card back into the app,0
Is there a way to link the card i just got?,card_linking,11,is there a way to link the card i just got,0
How do I add a new card?,card_linking,7,how do i add a new card,0
"I want to reactivate my card, I found it after thinking it was lost.",card_linking,14,i want to reactivate my card i found it after thinking it was lost,1
Can I put my old card back in the app?,card_linking,10,can i put my old card back in the app,0
"I got a new card, how do I link it?",card_linking,10,i got a new card how do i link it,0
I found the card I thought I lost this morning. Can I reactivate this card?,card_linking,15,i found the card i thought i lost this morning can i reactivate this card,1
How do i go about linking a new card?,card_linking,9,how do i go about linking a new card,0
how do i get the card linked,card_linking,7,how do i get the card linked,0
"I have one of your cards, but I don't know how to link it.",card_linking,14,i have one of your cards but i dont know how to link it,0
how do I link an old card?,card_linking,7,how do i link an old card,0
I received my card. How do I link it to the app?,card_linking,12,i received my card how do i link it to the app,0
"Now that I have my card, how do I connect it to the app?",card_linking,14,now that i have my card how do i connect it to the app,0
How do I add the card I just received to show up in the app?,card_linking,15,how do i add the card i just received to show up in the app,0
"I want to reactivate my card, I thought I had lost it but I found it.",card_linking,16,i want to reactivate my card i thought i had lost it but i found it,1
What do I need to do to link my new card for my account?,card_linking,14,what do i need to do to link my new card for my account,0
Can I add a card to back into the app?,card_linking,10,can i add a card to back into the app,0
I want to link my new card. Can you help?,card_linking,10,i want to link my new card can you help,0
What is the process to link the new card?,card_linking,9,what is the process to link the new card,0
"I found my card, am I able to put it back into the app?",card_linking,14,i found my card am i able to put it back into the app,0
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking,31,i have found my lost or stolen card would i still have to activate the new card that was sent to me through the mail in order to access my account,1
Where can I link a new card?,card_linking,7,where can i link a new card,0
How do I add a card on to the app?,card_linking,10,how do i add a card on to the app,0
"I found my card in my jacket this morning, so can I reactivate it?",card_linking,14,i found my card in my jacket this morning so can i reactivate it,0
"I've obtained the card, how do I enable it on the app?",card_linking,12,ive obtained the card how do i enable it on the app,0
I need to find the card I received in the app.,card_linking,11,i need to find the card i received in the app,0
How do I get my card on the app?,card_linking,9,how do i get my card on the app,0
"In the app, how can I make it show the new card that arrived?",card_linking,14,in the app how can i make it show the new card that arrived,0
How do I link my new card?,card_linking,7,how do i link my new card,0
Can I activate a card in the app?,card_linking,8,can i activate a card in the app,0
"I want to link to my card card with you, how?",card_linking,11,i want to link to my card card with you how,0
I would like to link my card to my account.,card_linking,10,i would like to link my card to my account,0
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking,26,i thought i lost my card so i cancelled it but recently i found it in my jacket and i would like to reestablish the card,1
How can I link the new card?,card_linking,7,how can i link the new card,0
I got a new card and can't find where to link it.,card_linking,12,i got a new card and cant find where to link it,0
"Hey, I have my card, how do I get it to show in the app?",card_linking,15,hey i have my card how do i get it to show in the app,0
Where in the app do I go to make my new card show up?,card_linking,14,where in the app do i go to make my new card show up,0
Where do I scan my card?,card_linking,6,where do i scan my card,0
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking,17,can i reactivate my card i reported it lost and found it this morning in my jacket,1
Can I link my card I previously received?,card_linking,8,can i link my card i previously received,0
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",card_linking,21,i want to reactivate my card i thought i had lost it but found it again in my jacket this morning,1
"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",card_linking,26,id lke my card reactivated i was thinking it was misplaced but i discovered when i woke up that i had left it in my coat,0
You sent me a card and now I want to link it.,card_linking,12,you sent me a card and now i want to link it,0
How do I add my new card to the app?,card_linking,10,how do i add my new card to the app,0
Can I add a card back to the app?,card_linking,9,can i add a card back to the app,0
What if I want to add a card I already have to the app?,card_linking,14,what if i want to add a card i already have to the app,0
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking,17,i recently reported my card as missinglost and i just found it can i still use it,1
"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",card_linking,20,could i reactivate my card please i couldnt find it but it turns out it was in my jacket pocket,0
Is there a way to link cards if I have one of yours?,card_linking,13,is there a way to link cards if i have one of yours,0
If my card was lost or stolen can I re-link it?,card_linking,11,if my card was lost or stolen can i relink it,1
How do I link a new card to an existing one?,card_linking,11,how do i link a new card to an existing one,0
How do I link a new payment card?,card_linking,8,how do i link a new payment card,0
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,18,i would like to reactivate my card that i previously reported lost i located the card this morning,1
"Card has been received, how will it show up on the app?",card_linking,12,card has been received how will it show up on the app,0
Can I re-link a lost card with the app?,card_linking,9,can i relink a lost card with the app,1
What do I do to link my new card?,card_linking,9,what do i do to link my new card,0
Is it possible to link a new card?,card_linking,8,is it possible to link a new card,0
I deactivated my card but would like to reactivate it.,card_linking,10,i deactivated my card but would like to reactivate it,0
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking,17,i found my card that i thought i had lost i need to reactive it please help,1
can I link a card of yours I already have?,card_linking,10,can i link a card of yours i already have,0
Can I put my found card back into the app on my phone?,card_linking,13,can i put my found card back into the app on my phone,0
"My card arrived but I need to make it work in the app, how do I do that?",card_linking,18,my card arrived but i need to make it work in the app how do i do that,0
"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,16,i found the card that i thought i lost and i would like to reactivate it,1
I found my card again. Can I put it back into the app?,card_linking,13,i found my card again can i put it back into the app,0
I need some help linking my new card.,card_linking,8,i need some help linking my new card,0
help me link my card,card_linking,5,help me link my card,0
How do I link my card in the app.,card_linking,9,how do i link my card in the app,0
How do I get my card into the app?,card_linking,9,how do i get my card into the app,0
I found my card! Can I link it back into the app?,card_linking,12,i found my card can i link it back into the app,0
How do I reactivate my card?,card_linking,6,how do i reactivate my card,0
Where do I go to get my new card linked?,card_linking,10,where do i go to get my new card linked,0
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,18,i thought i lost my card but i found it today so i would like to reactivate it,1
How do I link the new card that I just got from you guys?,card_linking,14,how do i link the new card that i just got from you guys,0
How can I add a new card?,card_linking,7,how can i add a new card,0
Can you tell me how to get my card on the app?,card_linking,12,can you tell me how to get my card on the app,0
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking,18,is it possible to reactivate the card i thought i lost but found this morning in my jacket,1
How do I make my card appear on the app?,card_linking,10,how do i make my card appear on the app,0
How do I link the new card?,card_linking,7,how do i link the new card,0
Where in the app do I link a new card?,card_linking,10,where in the app do i link a new card,0
How do I add my card to the app once I get it?,card_linking,13,how do i add my card to the app once i get it,0
Can I link your physical card,card_linking,6,can i link your physical card,0
How do I activate and link my new card?,card_linking,9,how do i activate and link my new card,0
"I got a card, how do I get it in the app?",card_linking,12,i got a card how do i get it in the app,0
I received my new card.  Where is it in the app?,card_linking,11,i received my new card where is it in the app,0
"I found my card, how can I use it again?",card_linking,10,i found my card how can i use it again,0
"I just received a new card, where do I go to link it to my account?",card_linking,16,i just received a new card where do i go to link it to my account,0
"found card, how to put it back in app",card_linking,9,found card how to put it back in app,0
How do I see my card in the app?,card_linking,9,how do i see my card in the app,0
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,18,the card i thought i lost was in my jacket pocket this morning so can i reactivate that,1
I don't see my card anywhere in the app.,card_linking,9,i dont see my card anywhere in the app,0
"I received my card, how do I get it to work in the app?",card_linking,14,i received my card how do i get it to work in the app,0
What do I do if I already had a card with you guys?,card_linking,13,what do i do if i already had a card with you guys,0
if i found a lost card can i put it back in app,card_linking,13,if i found a lost card can i put it back in app,1
I have a card that was deactivated can I reactivate it?,card_linking,11,i have a card that was deactivated can i reactivate it,0
"My new card isn't in my app, how do I get it in there?",card_linking,14,my new card isnt in my app how do i get it in there,0
Help me access the card I already got so I can information from it.,card_linking,14,help me access the card i already got so i can information from it,0
What is my money worth in other countries?,exchange_rate,8,what is my money worth in other countries,0
Will my money be of equal value when I travel abroad?,exchange_rate,11,will my money be of equal value when i travel abroad,0
Do you know the rate of exchange?,exchange_rate,7,do you know the rate of exchange,0
What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,13,what foreign exchange rate will i get on weekdays and on the weekends,0
What is the exchange looking like?,exchange_rate,6,what is the exchange looking like,0
How is the exchange rate doing?,exchange_rate,6,how is the exchange rate doing,0
I would like to know how exchange rates are calculated when transferring funds.,exchange_rate,13,i would like to know how exchange rates are calculated when transferring funds,0
I would like to know what exchange rates you use?,exchange_rate,10,i would like to know what exchange rates you use,0
"If I need to cash foreign transfers, how does that work?",exchange_rate,11,if i need to cash foreign transfers how does that work,0
Do you know what your exchange rates are?,exchange_rate,8,do you know what your exchange rates are,0
How do I know what exchange rate I will get?,exchange_rate,10,how do i know what exchange rate i will get,0
What are you exchange rates?,exchange_rate,5,what are you exchange rates,0
Do you have the best exchange rate?,exchange_rate,7,do you have the best exchange rate,0
Where can I find your exchange rates?,exchange_rate,7,where can i find your exchange rates,0
Your exchange rates come from where?,exchange_rate,6,your exchange rates come from where,0
I need to know what your exchange rates are.,exchange_rate,9,i need to know what your exchange rates are,0
What's the process for exchanges?,exchange_rate,5,whats the process for exchanges,0
What do you think of the exchange rate?,exchange_rate,8,what do you think of the exchange rate,0
How are exchange rates calculated at this bank?,exchange_rate,8,how are exchange rates calculated at this bank,0
What do you use to figure out the exchange rate for the card?,exchange_rate,13,what do you use to figure out the exchange rate for the card,0
What's the foreign exchange rate I will receive?,exchange_rate,8,whats the foreign exchange rate i will receive,0
I need to know what foreign exchange rate I can get.,exchange_rate,11,i need to know what foreign exchange rate i can get,0
What are the current exchange rates?,exchange_rate,6,what are the current exchange rates,0
What exchange rate will I receive?,exchange_rate,6,what exchange rate will i receive,0
What is the basis of your exchange rates?,exchange_rate,8,what is the basis of your exchange rates,0
How's the exchange rate?,exchange_rate,4,hows the exchange rate,0
How do you determine your exchange rates?,exchange_rate,7,how do you determine your exchange rates,0
How do the foreign exchange rates work?,exchange_rate,7,how do the foreign exchange rates work,0
Where are you getting your exchange rates from?,exchange_rate,8,where are you getting your exchange rates from,0
How is the exchange rate calculated?,exchange_rate,6,how is the exchange rate calculated,0
I'm interested in what your exchange rates are based on.,exchange_rate,10,im interested in what your exchange rates are based on,0
How do you decide what the exchange rates are?,exchange_rate,9,how do you decide what the exchange rates are,0
What is the current exchange rate?,exchange_rate,6,what is the current exchange rate,0
What is the formula for your exchange rate?,exchange_rate,8,what is the formula for your exchange rate,0
What method do you use for the exchange rate?,exchange_rate,9,what method do you use for the exchange rate,0
What are Interbanks current exchange rates?,exchange_rate,6,what are interbanks current exchange rates,0
from where are coming your exchange rates?,exchange_rate,7,from where are coming your exchange rates,0
How do you calculate exchange rates?,exchange_rate,6,how do you calculate exchange rates,0
Why is your exchange rate different on different days?,exchange_rate,9,why is your exchange rate different on different days,0
Where can I find the exchange rate for my transfer?,exchange_rate,10,where can i find the exchange rate for my transfer,0
Where can I get your exchange rates from?,exchange_rate,8,where can i get your exchange rates from,0
How do you find the exchange rate?,exchange_rate,7,how do you find the exchange rate,0
How are exchange rates determined?,exchange_rate,5,how are exchange rates determined,0
What value can I get for my currency?,exchange_rate,8,what value can i get for my currency,0
Please explain your exchange rate policy.,exchange_rate,6,please explain your exchange rate policy,0
What are your exchange rates calculated from?,exchange_rate,7,what are your exchange rates calculated from,0
What is an exchange rate?,exchange_rate,5,what is an exchange rate,0
What is your opinion on the exchange rate?,exchange_rate,8,what is your opinion on the exchange rate,0
What are the exchange rates you assign?,exchange_rate,7,what are the exchange rates you assign,0
How do you determine exchange rates?,exchange_rate,6,how do you determine exchange rates,0
